qt_to_Q	unpol_bn	err	unpol_rc	err	sivers_bn	err	sivers_rc	err	collins_bn	err	collins_rc	err
1.100000e+00	8.882996e-08	9.862106e-22	9.111258e-08	3.124626e-12	-5.176854e-15	3.378583e-04	-8.944569e-04	2.222440e-03	1.200120e-01	1.884299e-15	1.125112e-01	1.095916e-03	
1.110000e+00	7.835520e-08	8.699175e-22	7.978234e-08	2.766949e-12	-5.729718e-15	3.460031e-04	-9.261580e-04	2.091602e-03	1.229051e-01	1.929724e-15	1.155025e-01	1.080710e-03	
1.120000e+00	6.903764e-08	7.664718e-22	6.970274e-08	2.418614e-12	-5.314943e-15	3.544245e-04	-3.326837e-03	4.504741e-03	1.258965e-01	1.976692e-15	1.187022e-01	1.016976e-03	
1.130000e+00	6.075944e-08	6.745653e-22	6.075355e-08	2.080936e-12	-5.250734e-15	3.631334e-04	-3.281183e-03	4.334162e-03	1.289901e-01	2.025263e-15	1.220787e-01	1.251135e-03	
1.140000e+00	5.341355e-08	5.930096e-22	5.282403e-08	1.755417e-12	-6.246308e-15	3.721412e-04	-3.210693e-03	4.132473e-03	1.321897e-01	2.075501e-15	1.251062e-01	1.031272e-03	
1.150000e+00	4.690284e-08	5.207262e-22	4.581187e-08	1.443742e-12	-5.858233e-15	3.814598e-04	-3.113745e-03	3.897872e-03	1.354998e-01	2.127473e-15	1.288310e-01	9.772124e-04	
1.160000e+00	4.113931e-08	4.567380e-22	3.962240e-08	1.147932e-12	-6.041761e-15	3.911014e-04	-2.989469e-03	3.629740e-03	1.389247e-01	2.181246e-15	1.326744e-01	1.186890e-03	
1.170000e+00	3.604333e-08	4.001614e-22	3.416759e-08	8.706017e-13	-6.035968e-15	4.010789e-04	-3.654785e-03	1.038683e-02	1.424688e-01	2.236893e-15	1.367991e-01	1.096304e-03	
1.180000e+00	3.154302e-08	3.501978e-22	2.936505e-08	6.152642e-13	-6.268283e-15	4.114056e-04	-3.361000e-03	9.381360e-03	1.461370e-01	2.294487e-15	1.412760e-01	1.145173e-03	
1.190000e+00	2.757350e-08	3.061274e-22	2.513632e-08	3.870264e-13	-6.328697e-15	4.220953e-04	-3.022888e-03	8.210866e-03	1.499342e-01	2.354105e-15	1.458415e-01	1.163604e-03	
1.200000e+00	2.407638e-08	2.673015e-22	2.140408e-08	1.942610e-13	-6.798924e-15	4.331624e-04	-4.300311e-03	1.140328e-02	1.538653e-01	2.415828e-15	1.505281e-01	9.849028e-04	
1.210000e+00	2.099912e-08	2.331371e-22	1.808545e-08	5.575607e-14	-7.090599e-15	4.446217e-04	-3.565873e-03	8.964321e-03	1.579358e-01	2.479739e-15	1.552708e-01	1.064460e-03	
1.220000e+00	1.829455e-08	2.031103e-22	1.507029e-08	3.166549e-14	-7.185323e-15	4.564888e-04	-2.752336e-03	6.224967e-03	1.621512e-01	2.545924e-15	1.605388e-01	9.955745e-04	
1.230000e+00	1.592038e-08	1.767517e-22	1.210412e-08	1.653594e-13	-7.226251e-15	4.687798e-04	-1.877048e-03	3.148727e-03	1.665171e-01	2.614473e-15	1.657263e-01	5.236498e-04	
